val_loss,train_loss,val_acc,train_acc,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.014564796233659688,0.016828120474152893,0.7978091347939101,0.7276609571554565,786.1388566493988,False,1,ccd8efac,2023-05-24_15-19-27,1684934367,786.1388566493988,2151271,anakin02,129.241.113.29,786.1388566493988,1
0.015262395107542499,0.017613950176269558,0.7573338284441143,0.6984171192498724,794.4740519523621,False,1,ccd8efac,2023-05-24_17-32-14,1684942334,1580.6129086017609,2151271,anakin02,129.241.113.29,794.4740519523621,1
0.013809456986939203,0.014318008977562384,0.8017081321945785,0.7881446409506568,793.7729125022888,False,2,ccd8efac,2023-05-24_17-45-28,1684943128,2374.3858211040497,2151271,anakin02,129.241.113.29,1588.2469644546509,2
0.02000837771701317,0.017018111249129265,0.6698848867434088,0.7246437357842455,760.1218400001526,False,1,ccd8efac,2023-05-24_19-24-13,1684949053,3134.5076611042023,2151183,anakin02,129.241.113.29,760.1218400001526,1
0.016961335026438776,0.014087144662586532,0.7376531748978834,0.788748085224899,763.6087784767151,False,2,ccd8efac,2023-05-24_19-36-57,1684949817,3898.1164395809174,2151183,anakin02,129.241.113.29,1523.7306184768677,2
0.013991321899436727,0.013546640985535418,0.8007797994801337,0.800631295548438,756.6959834098816,False,3,ccd8efac,2023-05-24_19-49-34,1684950574,4654.812422990799,2151183,anakin02,129.241.113.29,2280.4266018867493,3
0.01278352176627394,0.013205308162977353,0.8204604530263646,0.8089866778071764,759.6881725788116,False,4,ccd8efac,2023-05-24_20-02-13,1684951333,5414.500595569611,2151183,anakin02,129.241.113.29,3040.114774465561,4
0.01659634519012896,0.017017435490495728,0.7621611585592276,0.7271967692521933,798.934493303299,False,1,ccd8efac,2023-05-24_21-05-38,1684955138,6213.43508887291,2151271,anakin02,129.241.113.29,798.934493303299,1
0.015021463433495695,0.014162231070170943,0.7822131451912365,0.7885159912732674,803.7231614589691,False,2,ccd8efac,2023-05-24_21-19-02,1684955942,7017.158250331879,2151271,anakin02,129.241.113.29,1602.657654762268,2
0.013613445079109724,0.013452787535528019,0.8069067953954697,0.8049482430487861,803.2268748283386,False,3,ccd8efac,2023-05-24_21-32-25,1684956745,7820.385125160217,2151271,anakin02,129.241.113.29,2405.8845295906067,3
0.013028524514471692,0.013247107273771012,0.8033791310805792,0.8056909436940073,795.3026907444,False,4,ccd8efac,2023-05-24_21-45-41,1684957541,8615.687815904617,2151271,anakin02,129.241.113.29,3201.1872203350067,4
0.012858019122902983,0.013060488788656486,0.810991459339027,0.8113540361138188,782.1718294620514,False,5,ccd8efac,2023-05-24_21-58-43,1684958323,9397.859645366669,2151271,anakin02,129.241.113.29,3983.359049797058,5
0.01268418811087355,0.01282230075043246,0.811919792053472,0.8157174024044933,788.4351868629456,False,6,ccd8efac,2023-05-24_22-11-51,1684959111,10186.294832229614,2151271,anakin02,129.241.113.29,4771.794236660004,6
0.013369109015393071,0.01259614738399635,0.8087634608243595,0.8171563849046094,798.431432723999,False,7,ccd8efac,2023-05-24_22-25-10,1684959910,10984.726264953613,2151271,anakin02,129.241.113.29,5570.225669384003,7
0.013057842349921998,0.012533916169369845,0.8083921277385815,0.819105974098315,801.49440574646,False,8,ccd8efac,2023-05-24_22-38-31,1684960711,11786.220670700073,2151271,anakin02,129.241.113.29,6371.720075130463,8
0.014833540382811981,0.017376940222064947,0.7688451541032306,0.7042658868309892,804.7936100959778,False,1,ccd8efac,2023-05-24_23-37-15,1684964235,12591.014280796051,2151271,anakin02,129.241.113.29,804.7936100959778,1
0.01477039345037614,0.014373914271943091,0.7766431489045674,0.7815995915146451,794.1962304115295,False,2,ccd8efac,2023-05-24_23-50-30,1684965030,13385.21051120758,2151271,anakin02,129.241.113.29,1598.9898405075073,2
0.01366363598861705,0.013716564218778716,0.7950241366505756,0.7968249547416795,792.5758564472198,False,3,ccd8efac,2023-05-25_00-03-42,1684965822,14177.7863676548,2151271,anakin02,129.241.113.29,2391.565696954727,3
0.01303052603977124,0.013053305473731807,0.812105458596361,0.8093116093394607,794.7710046768188,False,4,ccd8efac,2023-05-25_00-16-57,1684966617,14972.55737233162,2151271,anakin02,129.241.113.29,3186.336701631546,4
0.012817235834373669,0.01275745070428009,0.8154474563683625,0.8122824119203453,800.8722395896912,False,5,ccd8efac,2023-05-25_00-30-18,1684967418,15773.42961192131,2151271,anakin02,129.241.113.29,3987.208941221237,5
0.012537223112282149,0.012443938335491213,0.8241737838841441,0.8211948196629996,803.4827673435211,False,6,ccd8efac,2023-05-25_00-43-41,1684968221,16576.91237926483,2151271,anakin02,129.241.113.29,4790.691708564758,6
0.013053235431563842,0.012299883616300964,0.8173041217972521,0.8230515712760526,796.4825398921967,False,7,ccd8efac,2023-05-25_00-56-58,1684969018,17373.39491915703,2151271,anakin02,129.241.113.29,5587.174248456955,7
0.012866110398098301,0.012127184475115103,0.8213887857408095,0.8269507496634638,791.4655957221985,False,8,ccd8efac,2023-05-25_01-10-09,1684969809,18164.860514879227,2151271,anakin02,129.241.113.29,6378.639844179153,8
0.013075990807797623,0.012001128746308596,0.81229112513925,0.8299679710346748,794.643149137497,False,9,ccd8efac,2023-05-25_01-23-24,1684970604,18959.503664016724,2151271,anakin02,129.241.113.29,7173.28299331665,9
0.01229259591152621,0.01189455928667693,0.8325287783141478,0.8320568165993594,798.419427394867,False,10,ccd8efac,2023-05-25_01-36-42,1684971402,19757.92309141159,2151271,anakin02,129.241.113.29,7971.702420711517,10
