val_loss,train_loss,val_acc,train_acc,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.019864684524830062,0.020994523120713322,0.668770887486075,0.55600427052871,763.7033996582031,False,1,50613e9b,2023-05-24_16-21-19,1684938079,763.7033996582031,2151183,anakin02,129.241.113.29,763.7033996582031,1
